transaction_id,user_id,card_number,transaction_date,amount,merchant_name,location,merchant_category,is_fraud
2349ef0b-c5b9-42e1-9525-015b97b29605,118f2db9-94d1-461d-b68e-f8a707f6e4aa,213159675636465,2024-09-13 01:39:58,29.5,Spotify,West Philip,entertainment,0
9c6736db-6ecd-4ce1-8e71-9d6874cd8595,17c45304-5ed3-4f37-8015-d94eda70a364,6575237490493855,2024-09-13 03:43:23,59.45,Chevron,Diazmouth,gas,0
4c54f53a-3999-4289-9fe4-0e6062c65c1b,2a44d08f-fe78-4835-8d8a-e72d01920c2c,377165198415040,2024-09-13 04:34:31,117.64,Whole Foods,South Michaelmouth,grocery,0
cd2360e6-3c8d-4ebb-bc85-13e9e3ffd15b,ab30a4e9-3024-4f06-9412-fe4d73278310,4566995574634754003,2024-09-13 05:12:54,31.76,Exxon,Bradleymouth,gas,0
b789458c-ca58-481f-ade4-a247ebad3434,f18776aa-7e76-4d4d-9a4d-03c8765352d0,343606354084071,2024-09-13 05:18:03,124.65,Whole Foods,New Anna,grocery,0
be24b690-f5b2-4e5d-98ee-cbf9deb89440,3a7e9195-ef29-4814-989b-ed31ed893f28,676171550418,2024-09-13 06:13:19,55.42,Whole Foods,Port Susan,grocery,0
57e9eb86-27b4-4e26-b25c-e713b1e2d997,8c9494f2-16ad-44fa-8a95-5aa995b15312,4795793807807184783,2024-09-13 06:44:31,68.24,Exxon,East William,gas,0
d8799f63-bca8-4413-963f-49062c86e041,46ad4906-0cf1-4e06-82bf-dbec4065c651,30068481390707,2024-09-13 11:55:44,121.25,Trader Joe's,Alanbury,grocery,0
f87e8ca0-2974-47cc-ac9a-b43738c45426,296a818f-4000-4fab-938b-9a0f6d93047d,2701940838552714,2024-09-13 14:24:00,199.26,Walmart,Michellehaven,retail,0
ea3508f7-88bc-482e-b14f-6897e697708c,b66134f8-8b79-4489-ba2b-c68f0d7b0940,4305076687889935,2024-09-13 14:55:30,1321.39,Online Gambling Site,Quinntown,high_risk,0
3c1fb13e-c87c-43af-a703-e7508525d7db,fcefbea8-f0f7-40ef-ad08-690e09259be3,3584597779626103,2024-09-13 15:52:28,48.24,AMC Theatres,North Alanshire,entertainment,0
c5605c4f-5435-4f53-91c3-cde858136b89,1792fcb9-73b0-4566-a1e8-3e5615eb1ca4,344721400176414,2024-09-13 16:59:58,266.75,Amazon,Shermanstad,retail,0
357ba91f-2239-4349-bcc9-acb5bd31905b,25732ec1-ea60-46de-bd39-68a4ace39e5e,349938946705713,2024-09-13 17:45:32,30.49,Chevron,Rojasport,gas,0
a4959a62-508f-442d-bbc5-ae4d1ffd227e,77cf9183-db61-4bbf-97f2-83034b392a84,4443540100855396,2024-09-13 18:09:53,43.24,Shell,Sierramouth,gas,0
1f84c78b-ee9f-4471-98d7-35494ca52bb5,085e862d-0868-4d11-bff6-535c52169fd7,30146555840706,2024-09-13 18:45:17,105.31,Whole Foods,Cervantesstad,grocery,0
b5273486-ee37-4376-b1d4-1487d15a98bc,163cf1c6-3726-48ac-91cc-9bcee98dec3b,4357233821415195,2024-09-13 18:48:33,137.45,Kroger,Anthonyfort,grocery,0
c24988cd-c42b-470f-b639-f94824c5e37d,eacc7d35-110a-4e34-b6bf-ac86d9b01cf8,4702577120311,2024-09-13 19:13:38,20.5,Netflix,Meghantown,entertainment,0
2bb9283e-3f85-44aa-9d31-fd3a581d7af1,25732ec1-ea60-46de-bd39-68a4ace39e5e,349938946705713,2024-09-13 19:17:10,36.62,Exxon,Rojasport,gas,0
7590521d-9894-4c28-864d-c20af8ae2b49,7f96a8f8-4564-4cb9-b28b-81bbc1ac79ff,4073976065695244,2024-09-13 19:56:11,158.54,Walmart,South Josephchester,retail,0
a48a3901-348f-45fc-8702-9f4c66635c79,f5ef3277-55eb-4f7a-be1a-fe4fefbbc704,213101873369275,2024-09-13 20:03:54,185.31,Walmart,South Andrewburgh,retail,0
1fdb5963-0fd7-47b9-bba7-6fe144c4ce44,46d686c5-5468-4c62-9772-931cf1776b81,2703101717990917,2024-09-13 20:49:31,66.35,Walmart,Melaniemouth,retail,0
1be16d54-3e92-4513-b2f2-2f5ee6843a19,5968933e-5811-4f4f-bc56-3a921c560fa8,180028610698824,2024-09-13 22:47:39,72.94,Whole Foods,Jenniferbury,grocery,0
b2e5b037-3ed8-42a6-9f6c-95449685b886,d18ea18f-aa90-4f8b-a135-b43483f99096,4798915357566980,2024-09-14 00:41:07,231.82,Target,Brooksburgh,retail,0
d5073c58-500a-4f32-a141-c36de0f8df06,7a7698ae-5dc0-427e-a290-0856783b8994,347288476439743,2024-09-14 01:28:44,64.04,Trader Joe's,Jacksonport,grocery,0
d59554df-dddf-4fe8-8dc2-d19738d629ae,e3d92060-451c-4bba-8ba0-7cf8097b1029,3592224855658997,2024-09-14 01:51:32,15.97,AMC Theatres,Lorrainetown,entertainment,0
48f68b56-94ca-477b-812b-f1e00cd135d9,6fc47eb7-a1b7-45ae-9ce6-3e2f49fc515f,6514724162445861,2024-09-14 03:50:00,52.11,Whole Foods,South Peter,grocery,0
c7845cdb-bbdd-4a71-bb15-1b3e62a5f7ee,ae9c298d-9c1e-4efa-8a63-ee9a404378ae,630418022509,2024-09-14 04:19:32,995.64,Uber,East Loretta,travel,0
d72c54cd-b9ce-4c1d-a762-88558770384c,98f407e0-db72-4062-b9d0-b79e5d744ecf,501841107698,2024-09-14 04:30:04,71.95,Trader Joe's,Lisaport,grocery,0
3ad9eee6-62a2-4c75-87f3-67cfaa0b5a5c,6276b9b9-9577-4a93-bdbf-e53e82b88dee,3532337558063985,2024-09-14 04:32:26,257.73,Booking.com,Harrisborough,travel,0
3cb6c745-678a-42ef-a085-46f946f7f7c3,971de0a5-b37c-45ec-98dd-6545157695c6,4651438788584995821,2024-09-14 07:51:53,262.18,Walmart,Staceyport,retail,0
d3d2c9e0-9154-408e-a3ba-e243be8be48a,444a468d-8e32-4ecf-b3a9-df89591e65df,340063954914161,2024-09-14 09:42:58,43.65,Netflix,East Eric,entertainment,0
4ae951f7-4f99-4bd8-a620-cdc7faac973e,e2fef290-b302-439d-b8dc-a61e52ed651b,5560897742724156,2024-09-14 10:44:56,3300.83,Online Gambling Site,Port Michael,high_risk,0
1d0b6cdb-0f52-488d-bd57-6f5829278afc,2c05aad5-ff81-4b24-bfdd-10a52fc6500b,3502391222098527,2024-09-14 10:50:37,130.91,Trader Joe's,Turnerbury,grocery,0
afa24acf-2aca-4014-96a4-529a8aa9ddd3,070dbc37-1587-4926-b2c6-22c6511b9e5d,4032403318825932,2024-09-14 15:52:01,111.23,Target,West Jonathanbury,retail,1
5043d406-0312-412f-aedd-bf1bb6eb06f7,070dbc37-1587-4926-b2c6-22c6511b9e5d,4032403318825932,2024-09-14 15:53:29,86.57,Walmart,New Jacob,retail,1
f026c5ee-6377-4865-a22a-ef7c5f0b459d,070dbc37-1587-4926-b2c6-22c6511b9e5d,4032403318825932,2024-09-14 15:53:44,38.21,Walmart,West Tracyhaven,retail,1
b20d9898-288a-43d6-80d5-4c878c202c4c,070dbc37-1587-4926-b2c6-22c6511b9e5d,4032403318825932,2024-09-14 15:55:15,46.88,Amazon,West Christinaborough,retail,1
c2d8356e-4d03-4eec-bad5-bc97d7bd5df4,070dbc37-1587-4926-b2c6-22c6511b9e5d,4032403318825932,2024-09-14 15:56:10,254.79,Target,Lake Mark,retail,1
dab521cc-1faf-4b67-a707-e5dd2b233167,070dbc37-1587-4926-b2c6-22c6511b9e5d,4032403318825932,2024-09-14 15:57:39,156.04,Walmart,Port Michelle,retail,1
be354484-499a-40f8-aaab-b85c64bdcb73,070dbc37-1587-4926-b2c6-22c6511b9e5d,4032403318825932,2024-09-14 15:59:06,56.47,Target,North Mary,retail,1
8ae55568-d286-4945-b76b-9c71f6fc7f58,b8d7b873-d967-4e93-985e-e01d8e407cc8,30063669548788,2024-09-14 15:59:47,30.35,Kroger,East Ryan,grocery,0
fcf4f9dd-2bde-4bcc-afaf-d168f9e16a2e,070dbc37-1587-4926-b2c6-22c6511b9e5d,4032403318825932,2024-09-14 16:00:06,296.55,Amazon,Williamsside,retail,1
a2aaf8d5-d482-48d3-82e6-75eaeb63b2b4,070dbc37-1587-4926-b2c6-22c6511b9e5d,4032403318825932,2024-09-14 16:00:40,44.98,Walmart,New Jonathanton,retail,1
7bbb57bc-b351-4a1e-8286-9a0cadaac013,db04d5ba-205b-49c6-8c12-48da757b3e23,4215484574280,2024-09-14 16:52:28,43.8,Exxon,Lake Scott,gas,0
f91e780d-b988-452f-8896-c86419fc1a00,7732b332-a25f-4a05-881f-79ad9c4b0b98,30169907449646,2024-09-14 16:57:41,51.84,Shell,Grahamborough,gas,0
b1b9b253-8927-4b26-8d29-3de5e8778a0b,2c7653aa-3dfb-47eb-818b-8ba2869130ee,30531884374388,2024-09-14 17:34:20,115.16,Walmart,Lake Dianafort,retail,0
ad02abf4-a71e-4a47-b554-7c52116a91c5,92947a97-cab5-43d8-a7a1-6d1e22fce953,4622867854911536,2024-09-14 18:12:57,49.23,Chevron,Port Paul,gas,0
9c50c178-f130-4f73-9ad3-398ff17811bc,0da0da43-d05f-4946-8b7c-b5548e48d898,4842860276709657,2024-09-14 18:14:27,147.42,Kroger,New Matthew,grocery,0
110f47e3-2be3-45b5-bbdd-cb09b4633a61,f809edd8-14e5-4c5d-8ffd-fad965ce0af3,676191402624,2024-09-14 18:56:13,47.87,Chevron,Nicolefurt,gas,0
85320aea-5600-4c0e-a434-635ceef06070,5b3e5cdc-1c70-4480-ad3f-fb0e85194cf1,3534745625549331,2024-09-14 19:36:06,28.54,Spotify,Joytown,entertainment,0
93ab89a7-6f82-43d1-bfe8-ac47f2a8c105,12fac3cd-1183-41b7-aad8-0e6b607b6c14,2240291899312988,2024-09-14 20:15:15,140.9,Walmart,Jasonberg,retail,0
c61921c7-cf4c-4bd5-9d02-6df381aa3f30,8e1342b2-0c5d-46bf-b4af-cd7f1d194fe7,213160604014675,2024-09-14 20:37:43,195.38,Amazon,Port Katherineton,retail,0
76dbe552-1a6f-4c65-977d-2753433faa12,c210f1e8-28ce-4575-ad2a-8fe91a1fcdf1,3528690382160823,2024-09-14 21:13:34,48.35,Amazon,Martinezberg,retail,0
80b56246-fd0b-4629-9e20-48be8572f606,b541eadd-b072-4ae5-895b-5be97344a450,213129600282149,2024-09-14 22:04:14,122.44,Trader Joe's,Lake Nicholas,grocery,0
a6284490-2d1f-4653-92e2-cc8392909b11,eb7d75d8-7872-47f8-811a-84217625f115,30042606729339,2024-09-14 22:08:06,84.93,Whole Foods,Port Lindamouth,grocery,0
c95be803-cef4-4591-bc73-325c706d1ece,ad6d3771-885e-4f63-8131-0ff6ad520e96,3585757760288755,2024-09-14 22:57:45,32.06,AMC Theatres,West Michael,entertainment,0
ac4e9494-6ce0-42f7-a690-5564e204e129,2fe8be3b-3816-42b9-87ae-c4eeeee7bbd2,4433133906232309,2024-09-15 00:21:17,94.88,Whole Foods,Lake Evanmouth,grocery,0
fcf50e7c-77d1-444f-a439-8f9580c5f136,94a506b9-14aa-4fb4-a3b4-43efcc12b1bd,4608748434615276,2024-09-15 00:43:19,247.86,Amazon,Port Annbury,retail,0
55ba1463-9638-4905-8eab-d46c681961ef,77bd18bd-5494-459f-b487-9b08bd1f8b41,30249909674639,2024-09-15 01:32:35,37.58,Spotify,Jamesport,entertainment,0
48239f91-2f92-4d19-8fe1-342add765d4f,416862a8-3cc8-43d5-92d9-e6452c0eabbe,30383700458080,2024-09-15 01:52:51,17.32,Spotify,East Elizabeth,entertainment,0
1157e2d0-03a2-414f-97e2-e82b59cb0682,5bb7708f-5dd2-48b5-b267-0e12dba2844d,30479094655198,2024-09-15 02:06:27,30.74,Chevron,Susanberg,gas,0
d681947d-b13c-4271-87c6-b9fd48636ce4,d4ab3f64-8f17-43d1-b158-632695b678b6,4298611543577396,2024-09-15 03:52:16,65.13,Shell,Patriciaside,gas,0
262d966f-d7f2-4af3-a86d-307ec25c1943,8aec1d92-b326-4c08-b3e6-9e2722d52066,4611436578815713,2024-09-15 06:12:30,145.78,Trader Joe's,North Jamesbury,grocery,0
7475f7ea-d87a-427b-a259-0e5a1b1f230c,36f7edf5-a7c9-4e52-ab30-d9891a509587,343152717293919,2024-09-15 06:27:10,60.27,Whole Foods,South Lisa,grocery,0
a3cb56bf-326f-442c-8d23-137069c8387c,0d4d2252-870f-4d4b-b682-e8f5f1c78040,36589652830530,2024-09-15 07:33:51,288.08,Walmart,New Kellystad,retail,0
0a1b7cec-842b-46b2-85f9-61ea420cd55e,a9f14a96-6611-4da2-a17b-857ec5e9fcc0,502062926220,2024-09-15 08:03:41,32.11,Chevron,Charlesport,gas,0
5d12c5e8-499c-45a0-a4a6-61e60b7bdd4e,e0eccbd2-1991-4f41-ba99-c2d2ef967293,4279108269503,2024-09-15 09:41:35,119.38,Whole Foods,South Nancy,grocery,0
4618dd89-004c-4b60-9780-ea3d5d6f0e48,58c595a3-41f6-49ae-b8d1-c847d9099c12,4110939506286,2024-09-15 09:50:43,35.02,Shell,Karenhaven,gas,0
5d4f2e57-307a-416a-9d9f-eedbc24e6184,16cacd34-b4de-4a3d-8ca0-ae8353bbcfff,3538912942688871,2024-09-15 11:05:53,99.05,Trader Joe's,Davidland,grocery,0
77c4f031-35c2-4b81-83b1-f68a3637f99a,1d02c91e-146f-44c6-b562-ce918efa7506,38583998274980,2024-09-15 11:12:07,39.47,AMC Theatres,North Stacy,entertainment,0
9e8350aa-9f04-4511-8a00-0af1358c52ac,f07c494a-fc54-4f74-b07b-55a7c104fa7a,4081688220017,2024-09-15 11:15:14,70.1,Trader Joe's,South Susan,grocery,0
1884f8f0-a82b-4eec-9a1c-9f75c46b89eb,085a79cc-4c30-4fbd-948e-52646d2b55ff,4758451184708,2024-09-15 12:21:23,77.89,Trader Joe's,Port Tyler,grocery,0
8526ec18-79aa-41f1-8ce7-47c455c54eb3,7be2ba12-bbe0-41b1-8a18-f261a974a3a4,4791378023659763086,2024-09-15 13:26:25,97.08,Kroger,Lake Brandonfort,grocery,0
b0027f71-2cea-4abf-ad04-0bbf693ef3f5,9b848e86-40f9-45ea-a0e1-9df743383d92,3521394811064675,2024-09-15 14:34:49,32.62,Shell,Lake Gregoryshire,gas,0
de0e9d44-b89d-454c-8a8e-0b54b654290d,91834610-5b18-4c46-b999-4aa3045379b4,180080623420688,2024-09-15 14:51:03,59.81,Trader Joe's,South Craig,grocery,0
2cde7d04-5782-4e0d-aa07-94b11ca2836c,70f2a874-c6ff-46ff-8cdb-8b8f1db5a2a9,3521291883811340,2024-09-15 15:20:46,56.18,Exxon,Lake Timothy,gas,0
